jurisdiction,form_id,form_title,source_sha256,revision,binary_present,structural_class,defect_categories,technical_disposition,legal_disposition,affected_track_ids,section,route_kinds,any_sellable,any_credit_consumable,owner,post_launch_priority,exact_next_action
VA,cc1473inst.pdf,cc1473inst.pdf,ffbfc0da7254f3c6bebc9d76878f34e7b2e701324fa2f56bf58460b28479fde6,,false,scanned_pdf,flat_overlay_geometry_or_readback held_on_source_or_design missing_binary never_independently_approved,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VA cc1473inst.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VA,va-expungement-sealing-forms.html,va-expungement-sealing-forms.html,b9ed3bfc69c4a82954801b3d99b6f8c01fbe3b0edfe876aa6db4f9ba7b1d6f5f,,false,html_form,flat_overlay_geometry_or_readback held_on_source_or_design missing_binary never_independently_approved,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VA va-expungement-sealing-forms.html at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00129 – Petition to Expunge Criminal History.pdf,200-00129 – Petition to Expunge Criminal History.pdf,6b855b1976bb10bb1a623e4ae1741545d36108c5e320c7ce542d214481ab9be5,,false,dirty_acroform,held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 200-00129 – Petition to Expunge Criminal History.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00130,Petition to Seal Criminal History,ff914f49c2a78a8b96d48f1242b70ab12ff7cb25beeeb8b850505357fdf982ed,REV-2025-07,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,vt_seal_18_to_21 vt_seal_dui vt_seal_felony vt_seal_misdemeanor vt_seal_nonconviction vt_seal_pardon,active_track_problem_pdfs,guidance_only exact_supported_deferral,false,false,Terminal A route owner,high,"Confirm that revision REV-2025-07 of VT 200-00130 is the currently published form, against the issuing body's own publication."
VT,200-00130A - Filing a Petition to Expunge or Seal a Criminal Record.pdf,200-00130A - Filing a Petition to Expunge or Seal a Criminal Record.pdf,8a44b91cd2f48af494cefcadb557c3c0f5a35b0bdeef06272ee54c66f9ca8078,,false,dirty_acroform,flat_overlay_geometry_or_readback held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 200-00130A - Filing a Petition to Expunge or Seal a Criminal Record.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00130A,Filing a Petition to Expunge or Seal a Criminal Record,8a44b91cd2f48af494cefcadb557c3c0f5a35b0bdeef06272ee54c66f9ca8078,REV-UNKNOWN,true,flat_pdf,held_on_source_or_design never_independently_approved stale_or_superseded,no_implementation_record,no_independent_approval,,orphaned_or_optional_problem_pdfs,,false,false,Terminal A route owner,low,Resolve the recorded source or design hold on VT 200-00130A and obtain a fresh independent technical and visual approval.
VT,200-00131.pdf,200-00131.pdf,5afb8d524b52a6e9faaa2a797c9d2230dc11a492d1f5544bd9cf9f05a9d3379a,,false,dirty_acroform,held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 200-00131.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00131,Response to Petition to Expunge or Seal,5afb8d524b52a6e9faaa2a797c9d2230dc11a492d1f5544bd9cf9f05a9d3379a,REV-2018-07,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,,orphaned_or_optional_problem_pdfs,,false,false,Terminal A route owner,low,"Confirm that revision REV-2018-07 of VT 200-00131 is the currently published form, against the issuing body's own publication."
VT,200-00132 – Stipulation to Seal Criminal History Record + Order.pdf,200-00132 – Stipulation to Seal Criminal History Record + Order.pdf,088116244572ec7ccf00db799e1f6561928715e45c178f20b06de48d8d7a81c2,,false,dirty_acroform,held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 200-00132 – Stipulation to Seal Criminal History Record + Order.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00132,Stipulation to Seal Criminal History Record and Order,088116244572ec7ccf00db799e1f6561928715e45c178f20b06de48d8d7a81c2,REV-2025-07,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,vt_seal_18_to_21 vt_seal_dui vt_seal_felony vt_seal_misdemeanor vt_seal_nonconviction vt_seal_pardon,active_track_problem_pdfs,guidance_only exact_supported_deferral,false,false,Terminal A route owner,high,"Confirm that revision REV-2025-07 of VT 200-00132 is the currently published form, against the issuing body's own publication."
VT,200-00132A – Stipulation to Expunge Criminal History Record + Order.pdf,200-00132A – Stipulation to Expunge Criminal History Record + Order.pdf,9f530430fba20599eb5d838c3e0aa505647124fbe976e74d0a6a349e3ea41dec,,false,dirty_acroform,held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 200-00132A – Stipulation to Expunge Criminal History Record + Order.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00132A,Stipulation to Expunge Criminal History Record and Order,9f530430fba20599eb5d838c3e0aa505647124fbe976e74d0a6a349e3ea41dec,REV-2025-07,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,vt_exp_decriminalized,active_track_problem_pdfs,guidance_only,false,false,Terminal A route owner,high,"Confirm that revision REV-2025-07 of VT 200-00132A is the currently published form, against the issuing body's own publication."
VT,200-00331,Request for Criminal Record Search,6001c4bd36be3e6b4f84b6352ebc94178f3535e39a9109665a2ac35aa2095212,REV-2026-05,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,,orphaned_or_optional_problem_pdfs,,false,false,Terminal A route owner,low,"Confirm that revision REV-2026-05 of VT 200-00331 is the currently published form, against the issuing body's own publication."
VT,200-00631.pdf,200-00631.pdf,a4afde13b306a87f65fb40f43eb00a8e57a15d4e8b80255d11decfca0b96e6d3,,false,dirty_acroform,held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 200-00631.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,200-00631,Request for Sealing Order in Special Index,a4afde13b306a87f65fb40f43eb00a8e57a15d4e8b80255d11decfca0b96e6d3,REV-2019-09,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,,orphaned_or_optional_problem_pdfs,,false,false,Terminal A route owner,low,"Confirm that revision REV-2019-09 of VT 200-00631 is the currently published form, against the issuing body's own publication."
VT,400-00171.pdf,400-00171.pdf,b57dc05d9bccb54468aa5928745a46464c72e7470bf1b93cf3fcad2e7ef53a1a,,false,dirty_acroform,held_on_source_or_design missing_binary never_independently_approved xfa_javascript_or_active_content_residue,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT 400-00171.pdf at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
VT,600-00228,Application to Waive Filing Fees and Service Costs,263d4e196cbca1bfba14ec730368fcc897dd2bb667d6a43ade7f612d42541654,REV-2026-04,true,acroform,currentness_unverified held_on_source_or_design never_independently_approved source_identity_ambiguous,no_implementation_record,no_independent_approval,vt_exp_decriminalized vt_seal_18_to_21 vt_seal_dui vt_seal_felony vt_seal_misdemeanor vt_seal_nonconviction vt_seal_pardon,active_track_problem_pdfs,guidance_only exact_supported_deferral,false,false,Terminal A route owner,high,"Confirm that revision REV-2026-04 of VT 600-00228 is the currently published form, against the issuing body's own publication."
VT,application-waive-filing-fees-and-service-costs.html,application-waive-filing-fees-and-service-costs.html,1b9348d18347d3adb278a209046c3593e595c385b1c2081c6a33142767196b59,,false,html_form,flat_overlay_geometry_or_readback held_on_source_or_design missing_binary never_independently_approved,no_implementation_record,no_independent_approval,,missing_pdf_assets,,false,false,Terminal A route owner,low,"Supply the exact verified binary for VT application-waive-filing-fees-and-service-costs.html at its committed path and SHA, then re-run the D1 implementation and visual evidence for its family."
WI,CR-266,"CR-266, 05/24 Petition to Expunge Criminal Court Record of Conviction (Non-Probation/Non-Incarceration)",9f94674c0f931b66654d39ecfd074d897880f71523592bf83f2bd0dd34812412,REV-2024-05,true,flat_pdf,currentness_unverified held_on_source_or_design never_independently_approved,no_implementation_record,no_independent_approval,wi_exp_cr266,active_track_problem_pdfs,exact_supported_deferral,false,false,Terminal A route owner,medium,"Confirm that revision REV-2024-05 of WI CR-266 is the currently published form, against the issuing body's own publication."
WI,CR-267,"CR-267, 02/15 Order on Petition to Expunge Court Record of Conviction (Non-Probation/Non-Incarceration)",2c0ac53b03658dc9ae93ba90f527ba162d487f181fd4525d5856b483f17930bb,REV-2024-05,true,flat_pdf,currentness_unverified held_on_source_or_design never_independently_approved,no_implementation_record,no_independent_approval,wi_exp_cr266,active_track_problem_pdfs,exact_supported_deferral,false,false,Terminal A route owner,medium,"Confirm that revision REV-2024-05 of WI CR-267 is the currently published form, against the issuing body's own publication."
WI,DJ-LE-247,Wisconsin Criminal History Record Challenge Form,ada016d389ef1f0b343432b187aec8c8c93bd7711c85d4ccce847f75572ae6f7,REV-UNKNOWN,true,flat_pdf,held_on_source_or_design never_independently_approved stale_or_superseded,no_implementation_record,no_independent_approval,wi_nc_doj_challenge,active_track_problem_pdfs,exact_supported_deferral,false,false,Terminal A route owner,medium,Resolve the recorded source or design hold on WI DJ-LE-247 and obtain a fresh independent technical and visual approval.
WI,DJ-LE-250B,Fingerprint Record Removal Request,3c5d4806ff1061246ec06c93716cfa80ec3d61b9e21c5c79639114ab1e5454b6,REV-UNKNOWN,true,flat_pdf,held_on_source_or_design never_independently_approved stale_or_superseded,no_implementation_record,no_independent_approval,wi_nc_doj_fingerprint_removal,active_track_problem_pdfs,guidance_only,false,false,Terminal A route owner,medium,Resolve the recorded source or design hold on WI DJ-LE-250B and obtain a fresh independent technical and visual approval.
